track_id,name,location_state,lat,lon,coordinate_confidence,coordinate_authority,coordinate_source,address_source,time_boundary,boundary
AZ-TRK-0103,Scottsdale Jaycees Rodeo BMX Park,CITY_ONLY_NO_POINT,,,OPEN,B1 period venue evidence,,https://previouspage.co.uk/magazines/BMX%20Plus/issues/242-june-nineteen-eighty-seven,"Historical, 1986 period report",Scottsdale venue name is period-verified; exact street location remains recovery work.
AZ-TRK-0104,High Desert 66 BMX,EXACT_HISTORICAL_TRACK_POINT,35.216353,-114.02874,MEDIUM-HIGH,C1 specialist track database + A1 2021 track/address context,https://jrbicycles.com/pages/bmx-tracks-database,https://www.usabmx.com/news-and-media/6/2021-03-30/2021-USA-BMX-National-Series-Heads-to-High-Desert-66-BMX?id=1883,Historical point registered to the High Desert 66 record; 2021 context,Does not prove exact organizational succession to Interstate BMX.
AZ-TRK-0105,Desert Sky BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 location context,,https://www.oocities.org/geobmx540/track.html,Open recovery record,Glendale period directory evidence; exact site still open.
AZ-TRK-0106,London Bridge BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 location context,,https://www.oocities.org/geobmx540/track.html,Open recovery record,Lake Havasu period directory evidence; exact London Bridge BMX site still open.
AZ-TRK-0107,Parker BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 + C1 location context,,https://www.oocities.org/geobmx540/track.html,Open recovery record,Parker city association independently directory-corroborated; exact site open.
AZ-TRK-0108,Coppertown BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 + C1 location context,,https://www.oocities.org/geobmx540/track.html,Open recovery record,San Manuel city association independently directory-corroborated; exact site open.
AZ-TRK-0109,Thunder Raceway,CITY_ONLY_IDENTITY_CONFLICT_NO_POINT,,,OPEN,B1 BMX city context + B2 same-name motor-racing conflict control,,https://www.oocities.org/geobmx540/track.html,Open recovery record,"1998 BMX identity is verified in Show Low, but a later motor-racing Thunder Raceway also exists in Show Low. No point until the historical BMX facility is independently located."
AZ-TRK-0110,RAM BMX,MANZANITA_PARK_SITE_CONTEXT_NO_EXACT_POINT,,,OPEN,B1 + C1 city context + D1 attributed Manzanita Park witness; A2 current park context,,https://www.legacy.com/us/obituaries/tucson/name/christopher-moon-obituary?id=22350326,Open recovery record,An attributed 2010 witness places RAM BMX in Manzanita Park; Pima County currently lists a BMX facility at Winston Reynolds–Manzanita Park. No exact historical RAM track coordinate or continuity is asserted.
AZ-TRK-0111,Sara Park BMX Raceway,EXACT_HISTORICAL_TRACK_POINT,34.446647,-114.258457,MEDIUM-HIGH FOR SHARED PHYSICAL TRACK SITE,C1 2017 physical-site/rebuild evidence + A1 current address cross-check + existing exact current-track registration,https://jrbicycles.com/pages/bmx-tracks-database,https://riverscenemagazine.com/exploring-havasu-sara-park-bmx-raceway/,Historical SARA Park physical track site documented in 2017 and reported rebuilt circa 2015; v0.30 geographic registration.,"The point represents the documented physical SARA Park BMX track site and intentionally matches the governed current Lake Havasu City BMX point. Shared physical site does NOT close London Bridge → SARA Park → current organizational, legal-name or sanctioning continuity."
AZ-TRK-0112,Desert Sunset BMX,HARRISON_LANDFILL_AREA_NO_POINT,,,OPEN,A2 + A1 location context,,https://www.tucsonaz.gov/files/sharedassets/public/v/1/government/city-clerks-office/minutes/documents/mn06-16-03.pdf,Open recovery record,Municipal record identifies Harrison Landfill as the leased dirt-track site; exact track footprint remains unregistered.
AZ-TRK-0113,Manzanita BMX Raceway,SITE_POINT_APPROXIMATE,32.1572996,-111.0225935,MEDIUM — PARK-LEVEL SITE APPROXIMATION,A2 Pima County park/BMX-site evidence + C1 dated named-track address + USGS-derived park feature coordinate,https://www.topozone.com/arizona/pima-az/park/manzanita-winston-reynolds-park/,https://www.pima.gov/1422/Winston-Reynolds---Manzanita-Park,"Park-level site context: county BMX track documented May 2007; Manzanita BMX Raceway named at 5200 S Westover Ave June 2011. Coordinate represents park feature, not track center.","SITE APPROXIMATE ONLY. The coordinate locates Winston Reynolds–Manzanita Park, where a BMX track is officially documented and Manzanita BMX Raceway is later named at the street address. It is not an exact historical track-center and does not merge RAM BMX, Manzanita BMX Raceway or current Tucson track identities."
AZ-TRK-0114,Outer Limits BMX,CITY_ONLY_DIRECTORY_ONLY_NO_POINT,,,OPEN,C1 location context,,https://www.bmxtra.com/tracks/AZtracks.htm,Open recovery record,Safford specialist-directory listing verified; period/first-party corroboration and exact site remain open.
AZ-TRK-0115,Tri Valley BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/Bikes_Dirt_8404.pdf,September 1982–April 1984 period-directory recovery record,Period directories establish Tri Valley BMX in Casa Grande; no exact historical track point is published.
AZ-TRK-0116,Reid Park BMX,SITE_POINT_APPROXIMATE,32.2103908,-110.9187637,MEDIUM-HIGH FOR PARK PROPERTY / LOW FOR HISTORICAL TRACK CENTER,A1 current City park geometry + B1 period identity + B2/C2 attributed historical recovery witnesses,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Gene-C.-Reid-Park,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Gene-C.-Reid-Park,Current municipal park reference remains the bounded property-level marker; v0.36 narrows only a bandshell-vicinity recovery area in narrative evidence,"The governed point remains the Gene C. Reid Park property reference and is not moved. New attributed evidence narrows a possible historical course area to north/west of the old bandshell, but the exact course center and possible multiple course configurations remain unresolved."
AZ-TRK-0117,Hillside BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/Bikes_Dirt_8403.pdf,March 1984 period-directory recovery record,Period directory establishes Hillside BMX in Nogales; no exact historical track point is published.
AZ-TRK-0118,Chino Valley BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/Bikes_Dirt_8404.pdf,March–April 1984 period-directory recovery record,Direct-verified 1984 directories establish Chino Valley BMX in Chino Valley; no exact historical track point is published.
AZ-TRK-0119,Mile-Hi BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/Bikes_Dirt_8404.pdf,1983 activity + March–April 1984 directory recovery record,Repeated 1984 directories establish Mile-Hi BMX under Prescott Valley; no exact historical track/camp point is published.
AZ-TRK-0120,Bullhead City Kiwanis BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXA_8505.pdf,1984–May 1985 Kiwanis directory record; June 1985 relationship open,Period directories establish Bullhead City Kiwanis BMX in Bullhead City; the separate June 1985 Bullhead BMX identity is not merged and no exact historical point is published.
AZ-TRK-0121,Window Rock BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXA_8505.pdf,1982–June 1985 period-directory recovery record,Period directories establish Window Rock BMX in Window Rock. May 1985 separately prints Window Rock BMX and Window Rock BMX Indoor with the same published contact/telephone number; no exact historical point or formal relationship is published.
AZ-TRK-0122,White Mountain BMX Raceway,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/Bikes_Dirt_8403.pdf,March 1984 period-directory recovery record,Period directory establishes White Mountain BMX Raceway in Lakeside; no exact historical track point is published.
AZ-TRK-0123,Peoria Dunes BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXA_8505.pdf,1982 attributed activity + 1984–June 1985 directory recovery record,Period evidence establishes Peoria Dunes BMX in Peoria. May and June 1985 separately list Hills ’n Spills BMX with the same published contact/telephone number; no exact point or formal lineage is published.
AZ-TRK-0124,Navajo County Fairgrounds BMX,SITE_POINT_APPROXIMATE,34.9019705,-110.1534544,MEDIUM-HIGH FOR FAIRGROUNDS PROPERTY,B1 period track-at-fairgrounds evidence + current official fairgrounds address cross-check + USGS-referenced fairgrounds coordinate,https://www.anyplaceamerica.com/directory/az/navajo-county-04017/locales/navajo-county-fairgrounds-23406/,https://navajocountyfair.net/,Historical site-level registration for 1989–1992 county-fairgrounds BMX evidence,"Period newspapers explicitly place the BMX facility/BMXpress/Painted Desert BMX Track at the Navajo County Fairgrounds. The marker is the fairgrounds-property coordinate, not an exact historical track-center. Formal BMXpress → Painted Desert rename timing remains open."
AZ-TRK-0125,Bullhead BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXPlus_8506.pdf,June 1985 period-directory identity record,The June 1985 directory establishes Bullhead BMX in Bullhead City; no exact historical track point is published and it is not merged with Bullhead City Kiwanis BMX.
AZ-TRK-0126,Window Rock BMX Indoor,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXA_8505.pdf,May–June 1985 repeated period-directory identity record,May and June 1985 establish Window Rock BMX Indoor as a repeated printed identity in Window Rock; no exact point is published and it is not merged with Window Rock BMX.
AZ-TRK-0127,Hills ’n Spills BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 period directory city context,,https://oldschoolmags.com/mags/BMXA_8505.pdf,May–June 1985 repeated period-directory identity record,May and June 1985 establish Hills ’n Spills BMX as a repeated printed identity in Peoria; no exact point is published and it is not merged with Peoria Dunes BMX.
AZ-TRK-0128,Heritage Park BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 May 1985 period directory identity under Phoenix; prior Prescott site synthesis withdrawn,,,May 1985 period directory identity under Phoenix,CITY ONLY NO POINT. The May 1985 directory places Heritage Park BMX under Phoenix. No exact Phoenix site or defensible municipal-park association has been recovered. The prior Prescott Heritage Park point was withdrawn in v0.44.
AZ-TRK-0129,Mile High BMX (Chino Valley),SITE_POINT_APPROXIMATE,34.7737852,-112.4656999,MEDIUM-HIGH FOR 2002–2003 EVENT-ADDRESS / MEMORY PARK PROPERTY; LOW FOR DIRT-COURSE CENTER,A1 USA BMX repeated 2002–2003 event address + embedded 2003 driving-directions coordinate + A1 Town Memory Park cross-check,https://www.usabmx.com/events/218707,https://www.chinovalleyaz.gov/facilities/facility/details/Memory-Park-1,2002–2003 official event-address registration cross-checked to current Memory Park property,"SITE APPROXIMATE ONLY. The coordinate is the sanction-body driving-directions point associated with the repeated 1020 W Palamino Rd event address, cross-checked to current Memory Park. It is not an exact historical BMX course center and does not establish lineage with earlier Mile-Hi BMX, Chino Valley BMX, or later Old Home Manor BMX-site evidence."
AZ-TRK-0130,Desert Edge BMX,CITY_ONLY_NO_POINT,,,OPEN,B1 May 1985 period directory identity under Phoenix,,,May 1985 period directory identity under Phoenix,"CITY ONLY NO POINT. The May 1985 directory places Desert Edge BMX under Phoenix. No exact street address, park, parcel or defensible course coordinate has been recovered. The shared 602-861-6070 contact number with separately printed Heritage Park BMX is not a geographic bridge."
AZ-TRK-0131,Roadrunner Raceway,CITY_ONLY_NO_POINT,,,OPEN,B1 repeated March 1984 and May 1985 period-directory identity under Phoenix,,,March 1984 through May 1985 repeated exact-name period-directory identity under Phoenix,"CITY ONLY NO POINT. Repeated period directories place Roadrunner Raceway under Phoenix, but no exact street address, park, parcel or defensible course coordinate has been recovered. Similar Road Runner naming and nearby Phoenix BMX identities are not geographic bridges."
